YEAR,MONTH,DAY,DAY_OF_WEEK,AIRLINE,FLIGHT_NUMBER,TAIL_NUMBER,ORIGIN_AIRPORT,DESTINATION_AIRPORT,SCHEDULED_DEPARTURE,DEPARTURE_TIME,DEPARTURE_DELAY,TAXI_OUT,WHEELS_OFF,SCHEDULED_TIME,ELAPSED_TIME,AIR_TIME,DISTANCE,WHEELS_ON,TAXI_IN,SCHEDULED_ARRIVAL,ARRIVAL_TIME,ARRIVAL_DELAY,DIVERTED,CANCELLED,CANCELLATION_REASON,AIR_SYSTEM_DELAY,SECURITY_DELAY,AIRLINE_DELAY,LATE_AIRCRAFT_DELAY,WEATHER_DELAY
2015,8,31,1,DL,18,N675DL,FLL,DTW,1759,1800.0,1.0,17.0,1817.0,181.0,170.0,148.0,1127,2045.0,5.0,2100,2050.0,-10.0,0,0,,,,,,
2015,1,27,2,OO,6382,N945SW,SFO,BOI,653,653.0,0.0,32.0,725.0,105.0,116.0,80.0,522,945.0,4.0,938,949.0,11.0,0,0,,,,,,
2015,5,7,4,DL,1818,N596NW,ATL,MCO,655,653.0,-2.0,10.0,703.0,79.0,74.0,58.0,404,801.0,6.0,814,807.0,-7.0,0,0,,,,,,
2015,12,29,2,AA,649,N190UW,SEA,PHX,510,724.0,134.0,15.0,739.0,164.0,154.0,133.0,1107,1052.0,6.0,854,1058.0,124.0,0,0,,0.0,0.0,124.0,0.0,0.0
2015,12,22,2,OO,5678,N712SK,FSD,DEN,616,615.0,-1.0,31.0,646.0,111.0,118.0,80.0,483,706.0,7.0,707,713.0,6.0,0,0,,,,,,
2015,9,7,1,B6,2091,N183JB,JFK,ACK,1440,1437.0,-3.0,24.0,1501.0,80.0,67.0,39.0,199,1540.0,4.0,1600,1544.0,-16.0,0,0,,,,,,
2015,11,23,1,EV,5918,N12201,CHS,ORD,1332,1334.0,2.0,12.0,1346.0,146.0,144.0,119.0,760,1445.0,13.0,1458,1458.0,0.0,0,0,,,,,,
2015,4,9,4,EV,4637,N11176,IAH,PBI,1257,1251.0,-6.0,20.0,1311.0,151.0,161.0,135.0,956,1626.0,6.0,1628,1632.0,4.0,0,0,,,,,,
2015,12,15,2,DL,1602,N6712B,LAS,ATL,600,557.0,-3.0,17.0,614.0,223.0,212.0,190.0,1747,1224.0,5.0,1243,1229.0,-14.0,0,0,,,,,,
2015,10,27,2,DL,1250,N347NW,13198,10397,1403,1359.0,-4.0,16.0,1415.0,121.0,123.0,96.0,692,1651.0,11.0,1704,1702.0,-2.0,0,0,,,,,,
2015,4,19,7,DL,2267,N6707A,SAN,ATL,1345,1359.0,14.0,20.0,1419.0,248.0,251.0,221.0,1892,2100.0,10.0,2053,2110.0,17.0,0,0,,3.0,0.0,2.0,12.0,0.0
2015,12,23,3,AS,640,N407AS,PDX,PHX,1935,1931.0,-4.0,20.0,1951.0,145.0,149.0,123.0,1009,2254.0,6.0,2300,2300.0,0.0,0,0,,,,,,
2015,9,5,6,WN,5210,N293WN,BNA,BWI,945,943.0,-2.0,9.0,952.0,100.0,108.0,91.0,587,1223.0,8.0,1225,1231.0,6.0,0,0,,,,,,
2015,6,17,3,WN,165,N434WN,DEN,BUR,1155,1154.0,-1.0,12.0,1206.0,140.0,134.0,118.0,850,1304.0,4.0,1315,1308.0,-7.0,0,0,,,,,,
2015,7,29,3,DL,160,N904DA,DEN,MSP,1100,1106.0,6.0,12.0,1118.0,112.0,99.0,84.0,680,1342.0,3.0,1352,1345.0,-7.0,0,0,,,,,,
2015,6,9,2,US,1861,N721UW,JAX,CLT,1755,1811.0,16.0,11.0,1822.0,88.0,77.0,62.0,328,1924.0,4.0,1923,1928.0,5.0,0,0,,,,,,
2015,11,28,6,WN,3503,N930WN,MCI,MKE,1615,1614.0,-1.0,26.0,1640.0,85.0,95.0,63.0,436,1743.0,6.0,1740,1749.0,9.0,0,0,,,,,,
2015,1,14,3,DL,1278,N968DL,ATL,CHS,1750,1754.0,4.0,22.0,1816.0,70.0,78.0,49.0,259,1905.0,7.0,1900,1912.0,12.0,0,0,,,,,,
2015,3,18,3,AA,131,N855AA,PHX,DFW,1335,1329.0,-6.0,12.0,1341.0,135.0,142.0,120.0,868,1741.0,10.0,1750,1751.0,1.0,0,0,,,,,,
2015,7,3,5,AA,2447,N5EPAA,MCO,MIA,2159,154.0,235.0,8.0,202.0,64.0,44.0,33.0,192,235.0,3.0,2303,238.0,215.0,0,0,,0.0,0.0,0.0,215.0,0.0
2015,4,21,2,DL,1231,N910DN,ATL,ORD,2145,2137.0,-8.0,26.0,2203.0,121.0,123.0,92.0,606,2235.0,5.0,2246,2240.0,-6.0,0,0,,,,,,
2015,12,1,2,B6,1980,N564JB,LGB,LAS,1626,1622.0,-4.0,9.0,1631.0,66.0,57.0,40.0,231,1711.0,8.0,1732,1719.0,-13.0,0,0,,,,,,
2015,12,24,4,AA,778,N656AW,PHX,SJC,1050,1136.0,46.0,22.0,1158.0,121.0,134.0,109.0,621,1247.0,3.0,1151,1250.0,59.0,0,0,,13.0,0.0,0.0,46.0,0.0
2015,2,3,2,UA,672,N529UA,IAH,ORD,824,832.0,8.0,16.0,848.0,159.0,156.0,122.0,925,1050.0,18.0,1103,1108.0,5.0,0,0,,,,,,
2015,2,26,4,AA,1311,N3FKAA,CLT,ORD,1255,1345.0,50.0,12.0,1357.0,127.0,118.0,93.0,599,1430.0,13.0,1402,1443.0,41.0,0,0,,0.0,0.0,41.0,0.0,0.0
2015,7,25,6,OO,4495,N429SW,RAP,MSP,800,742.0,-18.0,20.0,802.0,100.0,92.0,68.0,489,1010.0,4.0,1040,1014.0,-26.0,0,0,,,,,,
2015,3,10,2,OO,2848,N862AS,LAX,SLC,1850,1848.0,-2.0,20.0,1908.0,109.0,113.0,89.0,590,2137.0,4.0,2139,2141.0,2.0,0,0,,,,,,
2015,3,28,6,EV,5525,N884AS,ATL,CAE,1340,1332.0,-8.0,20.0,1352.0,58.0,62.0,39.0,192,1431.0,3.0,1438,1434.0,-4.0,0,0,,,,,,
2015,4,19,7,AA,1511,N3GWAA,DFW,MIA,1515,1510.0,-5.0,12.0,1522.0,171.0,149.0,132.0,1121,1834.0,5.0,1906,1839.0,-27.0,0,0,,,,,,
2015,3,29,7,AS,455,N560AS,LAX,SEA,830,852.0,22.0,26.0,918.0,167.0,170.0,137.0,954,1135.0,7.0,1117,1142.0,25.0,0,0,,4.0,0.0,0.0,21.0,0.0
2015,9,7,1,AA,1300,N3HKAA,MSY,DFW,1748,1746.0,-2.0,11.0,1757.0,97.0,92.0,68.0,447,1905.0,13.0,1925,1918.0,-7.0,0,0,,,,,,
2015,1,9,5,DL,1346,N944DN,CAK,ATL,1432,1430.0,-2.0,13.0,1443.0,109.0,103.0,83.0,528,1606.0,7.0,1621,1613.0,-8.0,0,0,,,,,,
2015,8,18,2,EV,4684,N14173,PNS,IAH,1736,1730.0,-6.0,9.0,1739.0,102.0,92.0,76.0,489,1855.0,7.0,1918,1902.0,-16.0,0,0,,,,,,
2015,3,30,1,WN,3566,N7735A,HOU,DEN,1745,1742.0,-3.0,6.0,1748.0,150.0,142.0,129.0,883,1857.0,7.0,1915,1904.0,-11.0,0,0,,,,,,
2015,8,16,7,WN,323,N445WN,MCO,PHX,1805,1808.0,3.0,21.0,1829.0,270.0,258.0,231.0,1849,1920.0,6.0,1935,1926.0,-9.0,0,0,,,,,,
2015,7,17,5,WN,955,N8614M,MDW,BWI,1625,1657.0,32.0,11.0,1708.0,115.0,98.0,81.0,611,1929.0,6.0,1920,1935.0,15.0,0,0,,0.0,0.0,15.0,0.0,0.0
2015,11,1,7,EV,4976,N927EV,ATL,PIA,2107,2106.0,-1.0,24.0,2130.0,109.0,113.0,85.0,565,2155.0,4.0,2156,2159.0,3.0,0,0,,,,,,
2015,4,21,2,WN,560,N922WN,LAS,BNA,1545,1612.0,27.0,15.0,1627.0,215.0,199.0,180.0,1587,2127.0,4.0,2120,2131.0,11.0,0,0,,,,,,
2015,9,12,6,EV,4642,N14203,HSV,ORD,1117,1115.0,-2.0,12.0,1127.0,112.0,103.0,79.0,510,1246.0,12.0,1309,1258.0,-11.0,0,0,,,,,,
2015,4,16,4,WN,207,N646SW,MEM,DAL,1425,1553.0,88.0,7.0,1600.0,80.0,77.0,67.0,423,1707.0,3.0,1545,1710.0,85.0,0,0,,0.0,0.0,6.0,79.0,0.0
2015,8,29,6,UA,219,N211UA,ORD,HNL,915,931.0,16.0,23.0,954.0,543.0,537.0,508.0,4243,1322.0,6.0,1318,1328.0,10.0,0,0,,,,,,
2015,9,11,5,WN,2918,N908WN,LAS,SJC,610,607.0,-3.0,9.0,616.0,85.0,79.0,59.0,386,715.0,11.0,735,726.0,-9.0,0,0,,,,,,
2015,5,26,2,EV,4503,N16525,IAH,BTR,1250,1250.0,0.0,11.0,1301.0,64.0,55.0,38.0,253,1339.0,6.0,1354,1345.0,-9.0,0,0,,,,,,
2015,5,9,6,WN,2838,N7725A,SLC,DEN,1625,1622.0,-3.0,9.0,1631.0,85.0,86.0,70.0,391,1741.0,7.0,1750,1748.0,-2.0,0,0,,,,,,
2015,10,21,3,EV,4358,N12145,11973,12266,1220,1237.0,17.0,7.0,1244.0,88.0,83.0,66.0,376,1350.0,10.0,1348,1400.0,12.0,0,0,,,,,,
2015,3,4,3,WN,921,N8650F,PHX,SNA,2045,2043.0,-2.0,6.0,2049.0,75.0,69.0,51.0,338,2040.0,12.0,2100,2052.0,-8.0,0,0,,,,,,
2015,7,30,4,EV,5086,N131EV,ATL,HOU,1250,1308.0,18.0,17.0,1325.0,122.0,115.0,96.0,696,1401.0,2.0,1352,1403.0,11.0,0,0,,,,,,
2015,8,13,4,B6,670,N632JB,SJC,JFK,2259,2253.0,-6.0,10.0,2303.0,331.0,315.0,297.0,2569,700.0,8.0,730,708.0,-22.0,0,0,,,,,,
2015,11,26,4,OO,5543,N652BR,BOI,SFO,1036,1131.0,55.0,10.0,1141.0,113.0,86.0,73.0,522,1154.0,3.0,1129,1157.0,28.0,0,0,,0.0,0.0,0.0,28.0,0.0
2015,7,20,1,AA,1573,N4XXAA,DFW,ABQ,1030,1034.0,4.0,18.0,1052.0,114.0,107.0,81.0,569,1113.0,8.0,1124,1121.0,-3.0,0,0,,,,,,
2015,3,6,5,AA,132,N438AA,PHL,DFW,1835,1907.0,32.0,25.0,1932.0,249.0,224.0,192.0,1303,2144.0,7.0,2144,2151.0,7.0,0,0,,,,,,
2015,3,30,1,MQ,3281,N521MQ,CMH,LGA,1325,1418.0,53.0,13.0,1431.0,99.0,92.0,75.0,479,1546.0,4.0,1504,1550.0,46.0,0,0,,0.0,0.0,46.0,0.0,0.0
2015,10,16,5,AA,2212,N4WNAA,11298,15016,1820,1816.0,-4.0,14.0,1830.0,104.0,96.0,78.0,550,1948.0,4.0,2004,1952.0,-12.0,0,0,,,,,,
2015,12,9,3,B6,1016,N309JB,FLL,JAX,710,705.0,-5.0,14.0,719.0,75.0,68.0,50.0,319,809.0,4.0,825,813.0,-12.0,0,0,,,,,,
2015,6,12,5,WN,817,N442WN,TPA,DAL,1750,1757.0,7.0,11.0,1808.0,150.0,137.0,122.0,917,1910.0,4.0,1920,1914.0,-6.0,0,0,,,,,,
2015,7,30,4,OO,5593,N745SK,LAX,MSP,1740,1739.0,-1.0,39.0,1818.0,214.0,229.0,184.0,1535,2322.0,6.0,2314,2328.0,14.0,0,0,,,,,,
2015,3,21,6,UA,724,N768UA,HNL,SFO,1255,1303.0,8.0,19.0,1322.0,299.0,283.0,260.0,2398,2042.0,4.0,2054,2046.0,-8.0,0,0,,,,,,
2015,12,29,2,EV,4233,N15980,BTV,EWR,929,,,,,82.0,,,266,,,1051,,,0,1,C,,,,,
2015,9,9,3,DL,972,N926AT,DTW,EWR,1215,1212.0,-3.0,31.0,1243.0,105.0,108.0,72.0,488,1355.0,5.0,1400,1400.0,0.0,0,0,,,,,,
2015,3,18,3,DL,769,N947DN,ATL,MKE,2216,2214.0,-2.0,14.0,2228.0,130.0,121.0,96.0,669,2304.0,11.0,2326,2315.0,-11.0,0,0,,,,,,
2015,11,22,7,UA,448,N477UA,BOS,DEN,1435,1430.0,-5.0,11.0,1441.0,305.0,262.0,243.0,1754,1644.0,8.0,1740,1652.0,-48.0,0,0,,,,,,
2015,8,12,3,WN,1389,N8667D,DEN,BDL,1725,1741.0,16.0,11.0,1752.0,230.0,213.0,197.0,1671,2309.0,5.0,2315,2314.0,-1.0,0,0,,,,,,
2015,7,25,6,OO,2896,N465SW,LAX,RNO,1510,1504.0,-6.0,18.0,1522.0,87.0,76.0,56.0,391,1618.0,2.0,1637,1620.0,-17.0,0,0,,,,,,
2015,8,6,4,WN,4751,N358SW,SFO,SAN,1540,1556.0,16.0,7.0,1603.0,100.0,86.0,72.0,447,1715.0,7.0,1720,1722.0,2.0,0,0,,,,,,
2015,8,13,4,F9,1400,N228FR,SEA,CLE,2330,2329.0,-1.0,13.0,2342.0,260.0,245.0,224.0,2021,626.0,8.0,650,634.0,-16.0,0,0,,,,,,
2015,9,14,1,WN,2644,N710SW,MDW,SNA,1600,1557.0,-3.0,14.0,1611.0,255.0,252.0,234.0,1731,1805.0,4.0,1815,1809.0,-6.0,0,0,,,,,,
2015,11,4,3,AA,1534,N494AA,MKE,DFW,1508,1503.0,-5.0,10.0,1513.0,163.0,153.0,123.0,853,1716.0,20.0,1751,1736.0,-15.0,0,0,,,,,,
2015,3,3,2,EV,5665,N15527,IAH,GRK,1735,1845.0,70.0,8.0,1853.0,60.0,49.0,38.0,166,1931.0,3.0,1835,1934.0,59.0,0,0,,59.0,0.0,0.0,0.0,0.0
2015,5,9,6,MQ,3479,N651MQ,CVG,MIA,1745,1736.0,-9.0,11.0,1747.0,153.0,146.0,128.0,948,1955.0,7.0,2018,2002.0,-16.0,0,0,,,,,,
2015,10,25,7,WN,234,N7812G,14908,13232,925,921.0,-4.0,16.0,937.0,235.0,226.0,202.0,1731,1459.0,8.0,1520,1507.0,-13.0,0,0,,,,,,
2015,9,10,4,OO,2992,N944SW,PHX,YUM,720,716.0,-4.0,15.0,731.0,61.0,53.0,33.0,160,804.0,5.0,821,809.0,-12.0,0,0,,,,,,
2015,2,28,6,AA,357,N3KFAA,MIA,BWI,1359,1421.0,22.0,12.0,1433.0,151.0,161.0,129.0,946,1642.0,20.0,1630,1702.0,32.0,0,0,,10.0,0.0,0.0,22.0,0.0
2015,8,4,2,MQ,3594,N699MQ,CVG,MIA,1755,1754.0,-1.0,10.0,1804.0,154.0,160.0,135.0,948,2019.0,15.0,2029,2034.0,5.0,0,0,,,,,,
2015,6,12,5,UA,1709,N76269,ORD,LGA,1400,1743.0,223.0,19.0,1802.0,139.0,118.0,95.0,733,2037.0,4.0,1719,2041.0,202.0,0,0,,202.0,0.0,0.0,0.0,0.0
2015,4,12,7,WN,3497,N948WN,ATL,TPA,1025,1024.0,-1.0,20.0,1044.0,90.0,85.0,59.0,406,1143.0,6.0,1155,1149.0,-6.0,0,0,,,,,,
2015,6,12,5,WN,2166,N760SW,PHX,SLC,530,524.0,-6.0,11.0,535.0,95.0,89.0,72.0,507,747.0,6.0,805,753.0,-12.0,0,0,,,,,,
2015,2,22,7,WN,458,N7702A,MKE,STL,1855,1900.0,5.0,13.0,1913.0,80.0,80.0,63.0,317,2016.0,4.0,2015,2020.0,5.0,0,0,,,,,,
2015,3,25,3,AA,281,N3HYAA,MIA,DFW,600,600.0,0.0,28.0,628.0,200.0,204.0,165.0,1121,813.0,11.0,820,824.0,4.0,0,0,,,,,,
2015,10,19,1,DL,2301,N991AT,11433,12953,1731,1728.0,-3.0,13.0,1741.0,109.0,96.0,76.0,502,1857.0,7.0,1920,1904.0,-16.0,0,0,,,,,,
2015,1,10,6,AA,1310,N503AA,CLE,DFW,1307,1315.0,8.0,12.0,1327.0,188.0,172.0,150.0,1021,1457.0,10.0,1515,1507.0,-8.0,0,0,,,,,,
2015,7,1,3,AA,491,N207UW,LAX,PHX,1005,1005.0,0.0,28.0,1033.0,82.0,97.0,61.0,370,1134.0,8.0,1127,1142.0,15.0,0,0,,15.0,0.0,0.0,0.0,0.0
2015,4,2,4,UA,669,N486UA,DEN,DSM,2010,2028.0,18.0,71.0,2139.0,98.0,142.0,67.0,589,2346.0,4.0,2248,2350.0,62.0,0,0,,44.0,0.0,14.0,4.0,0.0
2015,2,19,4,OO,5174,N920SW,LIT,DEN,1639,1648.0,9.0,5.0,1653.0,152.0,131.0,119.0,771,1752.0,7.0,1811,1759.0,-12.0,0,0,,,,,,
2015,9,12,6,DL,721,N953DN,ATL,MSP,1625,1633.0,8.0,17.0,1650.0,158.0,146.0,124.0,907,1754.0,5.0,1803,1759.0,-4.0,0,0,,,,,,
2015,3,9,1,UA,577,N459UA,SFO,EWR,757,750.0,-7.0,14.0,804.0,332.0,330.0,298.0,2565,1602.0,18.0,1629,1620.0,-9.0,0,0,,,,,,
2015,7,21,2,WN,442,N569WN,DEN,SFO,2225,5.0,100.0,10.0,15.0,160.0,149.0,136.0,967,131.0,3.0,5,134.0,89.0,0,0,,0.0,0.0,89.0,0.0,0.0
2015,2,13,5,B6,643,N637JB,EWR,PBI,1200,1224.0,24.0,12.0,1236.0,172.0,163.0,147.0,1023,1503.0,4.0,1452,1507.0,15.0,0,0,,0.0,0.0,0.0,15.0,0.0
2015,12,23,3,B6,577,N627JB,FLL,SFO,1008,1029.0,21.0,11.0,1040.0,390.0,378.0,359.0,2584,1339.0,8.0,1338,1347.0,9.0,0,0,,,,,,
2015,8,13,4,AA,30,N788AA,LAX,JFK,2320,2325.0,5.0,16.0,2341.0,337.0,316.0,295.0,2475,736.0,5.0,757,741.0,-16.0,0,0,,,,,,
2015,3,23,1,DL,1616,N925DN,DEN,ATL,800,827.0,27.0,14.0,841.0,185.0,162.0,139.0,1199,1300.0,9.0,1305,1309.0,4.0,0,0,,,,,,
2015,9,30,3,AS,617,N594AS,LAS,SEA,915,907.0,-8.0,13.0,920.0,154.0,150.0,125.0,867,1125.0,12.0,1149,1137.0,-12.0,0,0,,,,,,
2015,7,20,1,WN,329,N515SW,AUS,HOU,1600,1558.0,-2.0,7.0,1605.0,50.0,42.0,30.0,148,1635.0,5.0,1650,1640.0,-10.0,0,0,,,,,,
2015,12,16,3,AA,1035,N3ABAA,RNO,DFW,1159,1159.0,0.0,11.0,1210.0,191.0,182.0,153.0,1345,1643.0,18.0,1710,1701.0,-9.0,0,0,,,,,,
2015,8,5,3,B6,1453,N595JB,FLL,SJU,1447,1441.0,-6.0,24.0,1505.0,158.0,155.0,127.0,1046,1712.0,4.0,1725,1716.0,-9.0,0,0,,,,,,
2015,9,16,3,WN,2852,N746SW,BWI,LAS,945,950.0,5.0,10.0,1000.0,310.0,298.0,282.0,2106,1142.0,6.0,1155,1148.0,-7.0,0,0,,,,,,
2015,3,16,1,WN,2340,N7717D,PHX,ABQ,1400,1404.0,4.0,12.0,1416.0,65.0,63.0,48.0,328,1604.0,3.0,1605,1607.0,2.0,0,0,,,,,,
2015,7,21,2,VX,879,N528VA,DAL,LAX,1040,1049.0,9.0,11.0,1100.0,180.0,182.0,161.0,1246,1141.0,10.0,1140,1151.0,11.0,0,0,,,,,,
2015,10,1,4,AA,567,N927UW,14679,14107,630,623.0,-7.0,35.0,658.0,83.0,85.0,46.0,304,744.0,4.0,753,748.0,-5.0,0,0,,,,,,
2015,1,5,1,UA,235,N404UA,FLL,EWR,1005,955.0,-10.0,14.0,1009.0,182.0,152.0,135.0,1065,1224.0,3.0,1307,1227.0,-40.0,0,0,,,,,,
2015,9,2,3,HA,257,N476HA,KOA,HNL,1428,1433.0,5.0,10.0,1443.0,44.0,66.0,27.0,163,1510.0,29.0,1512,1539.0,27.0,0,0,,0.0,0.0,0.0,5.0,22.0
2015,6,18,4,DL,2329,N6701,RSW,DTW,1546,1543.0,-3.0,15.0,1558.0,172.0,179.0,160.0,1084,1838.0,4.0,1838,1842.0,4.0,0,0,,,,,,
2015,9,16,3,AS,677,N558AS,DEN,SEA,1545,1534.0,-11.0,19.0,1553.0,163.0,174.0,149.0,1024,1722.0,6.0,1728,1728.0,0.0,0,0,,,,,,
2015,11,8,7,B6,1252,N183JB,RSW,HPN,1039,1038.0,-1.0,9.0,1047.0,167.0,156.0,144.0,1102,1311.0,3.0,1326,1314.0,-12.0,0,0,,,,,,
2015,2,8,7,OO,2596,N492SW,TUS,LAX,731,725.0,-6.0,17.0,742.0,99.0,103.0,76.0,451,758.0,10.0,810,808.0,-2.0,0,0,,,,,,
2015,5,12,2,UA,507,N821UA,CLE,ORD,604,600.0,-4.0,13.0,613.0,87.0,80.0,64.0,315,617.0,3.0,631,620.0,-11.0,0,0,,,,,,
2015,8,9,7,DL,2647,N969AT,LFT,ATL,600,554.0,-6.0,11.0,605.0,101.0,91.0,69.0,503,814.0,11.0,841,825.0,-16.0,0,0,,,,,,
2015,2,19,4,EV,2522,N904EV,LAW,DFW,618,604.0,-14.0,10.0,614.0,52.0,42.0,28.0,140,642.0,4.0,710,646.0,-24.0,0,0,,,,,,
2015,3,6,5,UA,1238,N39415,DEN,SAN,1116,1120.0,4.0,11.0,1131.0,146.0,124.0,109.0,853,1220.0,4.0,1242,1224.0,-18.0,0,0,,,,,,
2015,2,10,2,OO,4628,N8903A,CVG,STL,1159,1149.0,-10.0,20.0,1209.0,81.0,85.0,60.0,308,1209.0,5.0,1220,1214.0,-6.0,0,0,,,,,,
2015,4,12,7,WN,867,N750SA,LAS,DEN,925,920.0,-5.0,12.0,932.0,115.0,103.0,86.0,628,1158.0,5.0,1220,1203.0,-17.0,0,0,,,,,,
2015,11,17,2,UA,495,N470UA,IAD,MSY,1700,1658.0,-2.0,22.0,1720.0,167.0,162.0,135.0,955,1835.0,5.0,1847,1840.0,-7.0,0,0,,,,,,
2015,5,24,7,AA,129,N3KLAA,MIA,MSY,1820,1814.0,-6.0,15.0,1829.0,127.0,117.0,96.0,675,1905.0,6.0,1927,1911.0,-16.0,0,0,,,,,,
2015,11,3,2,OO,4818,N8884E,PLN,DTW,635,635.0,0.0,19.0,654.0,76.0,67.0,39.0,243,733.0,9.0,751,742.0,-9.0,0,0,,,,,,
2015,11,28,6,AA,1469,N4XFAA,DAY,DFW,1108,1153.0,45.0,11.0,1204.0,167.0,150.0,135.0,861,1319.0,4.0,1255,1323.0,28.0,0,0,,0.0,0.0,14.0,14.0,0.0
2015,7,11,6,UA,340,N402UA,TPA,IAD,1345,1501.0,76.0,8.0,1509.0,139.0,122.0,107.0,811,1656.0,7.0,1604,1703.0,59.0,0,0,,0.0,0.0,59.0,0.0,0.0
2015,6,6,6,WN,1265,N627SW,DTW,BWI,555,559.0,4.0,14.0,613.0,95.0,82.0,64.0,409,717.0,4.0,730,721.0,-9.0,0,0,,,,,,
2015,4,7,2,UA,1129,N24715,DEN,BWI,2000,1951.0,-9.0,13.0,2004.0,206.0,193.0,176.0,1491,100.0,4.0,126,104.0,-22.0,0,0,,,,,,
2015,3,10,2,EV,4934,N676CA,ATL,AGS,2155,2157.0,2.0,25.0,2222.0,57.0,57.0,29.0,143,2251.0,3.0,2252,2254.0,2.0,0,0,,,,,,
2015,5,23,6,MQ,3353,N511MQ,STL,ORD,1605,1640.0,35.0,8.0,1648.0,87.0,58.0,40.0,258,1728.0,10.0,1732,1738.0,6.0,0,0,,,,,,
2015,5,19,2,AA,247,N5DJAA,LAX,KOA,1700,1657.0,-3.0,14.0,1711.0,347.0,335.0,319.0,2504,1930.0,2.0,1947,1932.0,-15.0,0,0,,,,,,
2015,3,6,5,WN,102,N7727A,SAN,ATL,915,913.0,-2.0,13.0,926.0,240.0,232.0,209.0,1892,1555.0,10.0,1615,1605.0,-10.0,0,0,,,,,,
2015,8,4,2,NK,943,N502NK,ACY,RSW,1030,1026.0,-4.0,10.0,1036.0,153.0,152.0,138.0,982,1254.0,4.0,1303,1258.0,-5.0,0,0,,,,,,
2015,7,1,3,OO,4645,N613SK,SLC,LGB,2010,2006.0,-4.0,16.0,2022.0,116.0,102.0,83.0,588,2045.0,3.0,2106,2048.0,-18.0,0,0,,,,,,
2015,9,14,1,MQ,3355,N932MQ,DFW,GGG,1700,1653.0,-7.0,21.0,1714.0,52.0,51.0,26.0,140,1740.0,4.0,1752,1744.0,-8.0,0,0,,,,,,
2015,3,20,5,UA,336,N474UA,FLL,IAH,1826,1842.0,16.0,18.0,1900.0,177.0,159.0,135.0,965,2015.0,6.0,2023,2021.0,-2.0,0,0,,,,,,
2015,7,21,2,NK,419,N509NK,BOS,CLE,938,933.0,-5.0,17.0,950.0,121.0,134.0,96.0,563,1126.0,21.0,1139,1147.0,8.0,0,0,,,,,,
2015,7,25,6,UA,1274,N68842,EWR,LAS,1735,1735.0,0.0,12.0,1747.0,337.0,307.0,289.0,2227,1936.0,6.0,2012,1942.0,-30.0,0,0,,,,,,
2015,2,19,4,US,2043,N764US,RNO,PHX,615,615.0,0.0,17.0,632.0,108.0,103.0,83.0,601,855.0,3.0,903,858.0,-5.0,0,0,,,,,,
2015,8,11,2,WN,457,N7710A,DEN,DAL,1915,2038.0,83.0,13.0,2051.0,115.0,105.0,88.0,651,2319.0,4.0,2210,2323.0,73.0,0,0,,0.0,0.0,0.0,73.0,0.0
2015,2,15,7,DL,1363,N366NB,HOU,ATL,1517,1516.0,-1.0,8.0,1524.0,117.0,103.0,86.0,696,1750.0,9.0,1814,1759.0,-15.0,0,0,,,,,,
2015,7,27,1,UA,556,N481UA,DEN,LGA,1112,1107.0,-5.0,12.0,1119.0,233.0,207.0,191.0,1620,1630.0,4.0,1705,1634.0,-31.0,0,0,,,,,,
2015,2,25,3,US,1982,N915US,CLT,BOS,940,939.0,-1.0,17.0,956.0,128.0,130.0,106.0,728,1142.0,7.0,1148,1149.0,1.0,0,0,,,,,,
2015,8,23,7,AA,1509,N3BAAA,MIA,BOS,700,815.0,75.0,12.0,827.0,195.0,168.0,151.0,1258,1058.0,5.0,1015,1103.0,48.0,0,0,,0.0,0.0,48.0,0.0,0.0
2015,10,27,2,AS,678,N315AS,14747,11292,1925,1918.0,-7.0,23.0,1941.0,146.0,155.0,122.0,1024,2243.0,10.0,2251,2253.0,2.0,0,0,,,,,,
2015,1,10,6,DL,1691,N949DN,MSP,RSW,1115,1115.0,0.0,12.0,1127.0,207.0,189.0,172.0,1416,1519.0,5.0,1542,1524.0,-18.0,0,0,,,,,,
2015,3,13,5,F9,1105,N905FR,IAH,SFO,605,612.0,7.0,11.0,623.0,255.0,242.0,225.0,1635,808.0,6.0,820,814.0,-6.0,0,0,,,,,,
2015,10,7,3,B6,23,N944JB,12478,12892,700,702.0,2.0,32.0,734.0,357.0,355.0,314.0,2475,948.0,9.0,957,957.0,0.0,0,0,,,,,,
2015,4,8,3,AA,2402,N858AA,LAX,DFW,1220,1216.0,-4.0,24.0,1240.0,189.0,188.0,158.0,1235,1718.0,6.0,1729,1724.0,-5.0,0,0,,,,,,
2015,9,21,1,EV,5101,N678CA,ORF,MSP,630,627.0,-3.0,11.0,638.0,175.0,177.0,164.0,1045,822.0,2.0,825,824.0,-1.0,0,0,,,,,,
2015,9,2,3,MQ,3260,N658MQ,CMH,JFK,1230,1310.0,40.0,10.0,1320.0,119.0,102.0,86.0,483,1446.0,6.0,1429,1452.0,23.0,0,0,,0.0,0.0,23.0,0.0,0.0
2015,11,17,2,UA,512,N510UA,EWR,LAX,2058,2118.0,20.0,11.0,2129.0,374.0,327.0,310.0,2454,2339.0,6.0,12,2345.0,-27.0,0,0,,,,,,
2015,5,21,4,MQ,3673,N935MQ,FWA,ORD,1617,1632.0,15.0,7.0,1639.0,62.0,46.0,32.0,157,1611.0,7.0,1619,1618.0,-1.0,0,0,,,,,,
